,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17 04:00:00,11.2,11.25,11.07,11.19,1686293.0,23.26,23.4,23.1187,23.23,1414788.0,17.85,17.85,17.5,17.69,368648.0,33.01,33.56,32.91,33.28,88873,3.68,3.7099,3.6614,3.69,1925158.0,56.51,56.5588,55.51,56.15,215506.0,50.86,51.01,50.495,50.95,461110.0,36.3,36.3,35.74,36.05,709606.0,8.4,8.69,8.188998,8.41,9094.0,3.44,3.59,3.369,3.49,35266.0,1.86,1.92,1.8,1.9,31664.0
2024-09-18 04:00:00,11.23,11.375,11.14,11.21,1821077.0,23.17,23.4985,23.035,23.14,1374914.0,17.76,17.91,17.56,17.6,342204.0,33.44,33.915,33.01,33.08,138311,3.7,3.786,3.6999,3.7,2237418.0,56.18,56.94,55.53,55.83,249493.0,51.19,51.56,50.59,50.63,454094.0,36.54,36.74,36.0,36.05,641508.0,8.4098,8.7291,7.9281,8.41,7250.0,3.48,3.52,3.4431,3.49,13093.0,1.95,1.97,1.95,1.95,136923.0
2024-09-19 04:00:00,11.34,11.3718,11.21,11.31,1549071.0,23.81,24.06,23.635,23.94,1527323.0,17.95,17.98,17.57,17.96,590014.0,34.18,34.18,33.7,34.05,151885,3.7,3.79,3.7,3.77,1948838.0,57.0,57.41,56.31,57.07,180686.0,51.53,51.87,50.995,51.8,530434.0,36.74,36.7799,36.2299,36.44,562253.0,8.4486,8.7198,8.3221,8.46,17429.0,3.5,3.5999,3.43,3.54,15380.0,1.96,1.98,1.9,1.96,18383.0
2024-09-20 04:00:00,11.02,11.035,10.67,10.79,3795558.0,22.62,22.79,22.1,22.25,3812438.0,17.71,17.76,17.37,17.49,724653.0,32.96,33.02,32.42,32.7,123873,3.74,3.74,3.62,3.62,3906577.0,56.2,56.62,55.15,55.77,626367.0,50.6,51.04,49.8618,50.24,983837.0,34.77,35.265,34.451,35.11,1012737.0,8.5679,8.805,8.4,8.805,9549.0,3.52,3.52,3.39,3.39,7301.0,1.92,1.96,1.9,1.9114,49907.0
2024-09-23 04:00:00,10.79,10.86,10.68,10.75,992671.0,22.27,22.64,22.23,22.35,1242452.0,17.51,17.75,17.31,17.33,336388.0,32.23,33.2,32.08,33.06,136299,3.66,3.69,3.6239,3.67,1819478.0,56.07,56.365,55.38,56.11,328502.0,50.36,50.94,50.09,50.71,404103.0,34.66,35.2,34.46,34.77,578226.0,8.84,9.17,8.6,8.6,1840.0,3.38,3.435,3.3451,3.41,20270.0,1.9,1.9105,1.86,1.8708,48545.0
2024-09-24 04:00:00,10.9,10.975,10.79,10.97,1804436.0,22.82,22.87,22.47,22.69,1002297.0,17.6,18.02,17.415,17.96,742782.0,33.25,33.66,33.17,33.58,90489,3.72,3.75,3.69,3.74,2104341.0,56.83,57.63,56.32,57.44,232464.0,51.37,51.745,50.81,51.71,570443.0,35.14,35.41,34.931,35.29,414426.0,8.56,9.1,8.52,8.8099,3417.0,3.33,3.3972,3.33,3.37,29652.0,1.87,1.9,1.85,1.9,20320.0
2024-09-25 04:00:00,10.8,10.82,10.54,10.55,1674031.0,21.94,22.03,21.4,21.45,3531410.0,17.78,17.94,17.45,17.51,396376.0,32.51,32.68,32.23,32.29,162054,3.74,3.76,3.65,3.65,3594371.0,56.93,57.09,56.19,56.31,315098.0,51.06,51.3,50.34,50.61,569180.0,34.5,34.68,34.25,34.5,1046876.0,9.23,9.23,8.78,8.945,4197.0,3.32,3.3646,3.2923,3.36,22705.0,1.89,1.9706,1.8862,1.93,47587.0
2024-09-26 04:00:00,10.75,11.14,10.75,11.07,2328181.0,22.0,22.93,21.99,22.86,3304474.0,17.67,18.1,17.64,18.06,363419.0,32.7,33.44,32.7,33.37,133020,3.58,3.66,3.575,3.62,2748473.0,57.44,59.395,56.97,59.23,435883.0,51.25,52.25,51.19,52.01,761961.0,34.68,35.4299,34.68,35.36,562711.0,9.2,9.2,8.77,8.9274,10778.0,3.34,3.4401,3.34,3.41,21314.0,1.97,1.97,1.88,1.92,26638.0
2024-09-27 04:00:00,11.1,11.165,11.005,11.07,1142753.0,22.82,23.07,22.64,22.83,1756008.0,17.76,18.09,17.7501,17.96,723009.0,33.13,33.42,33.0,33.06,81125,3.6,3.66,3.59,3.64,2362145.0,59.28,59.28,57.635,58.31,387822.0,51.97,52.09,51.5,51.82,412839.0,34.01,34.3399,33.78,34.24,1103455.0,8.7614,8.8688,8.7,8.7,1908.0,3.4,3.474,3.4,3.4,20726.0,1.94,1.94,1.9,1.905,10592.0
2024-09-30 04:00:00,11.1,11.13,10.9,11.03,1007338.0,22.9,22.91,22.515,22.85,1280695.0,17.92,18.1,17.52,18.1,717888.0,33.01,33.09,32.43,32.63,90058,3.63,3.68,3.62,3.67,1991529.0,58.25,58.45,57.14,58.25,308837.0,51.8,51.8,50.29,51.56,657242.0,34.06,34.255,33.865,34.19,632059.0,8.7,9.16,8.7,9.16,5348.0,3.42,3.49,3.4,3.44,15743.0,1.9,1.93,1.87,1.88,66326.0
2024-10-01 04:00:00,10.83,11.385,10.83,11.22,2191594.0,22.31,23.55,22.27,23.28,2867912.0,17.95,18.34,17.72,18.09,485605.0,32.4,33.39,32.3,33.1,82285,3.65,3.73,3.615,3.67,2701892.0,57.55,59.64,57.15,58.32,390219.0,50.88,52.23,50.5501,51.39,624747.0,32.35,32.89,31.8,32.44,4851194.0,9.23,9.41,8.8551,9.15,16804.0,3.38,3.49,3.3386,3.38,19793.0,1.88,1.92,1.86,1.87,71869.0
2024-10-02 04:00:00,11.42,11.5,11.35,11.48,1614165.0,24.02,24.22,23.82,24.07,2174249.0,18.34,18.47,18.08,18.33,331093.0,34.22,34.22,33.72,34.12,90520,3.71,3.74,3.67,3.71,1684135.0,59.79,60.09,59.118,59.73,298841.0,52.46,53.02,52.35,52.99,618933.0,33.02,33.47,32.71,33.02,1027453.0,8.89,9.27,8.89,9.22,4012.0,3.35,3.3753,3.295,3.3376,37539.0,1.89,1.89,1.82,1.84,28001.0
2024-10-03 04:00:00,11.47,12.065,11.44,12.04,2822909.0,24.19,24.85,23.9727,24.77,2118140.0,18.31,18.6,18.2633,18.59,404127.0,34.5,35.07,34.31,34.99,108559,3.7,3.81,3.69,3.8,3632435.0,59.63,61.71,59.62,61.7,445106.0,53.28,54.63,53.05,54.3,724652.0,33.11,33.28,32.78,33.22,868127.0,9.2,9.2574,9.0206,9.135,4021.0,3.32,3.42,3.32,3.34,21785.0,1.8417,1.87,1.83,1.865,44127.0
2024-10-04 04:00:00,12.09,12.09,11.83,11.9,1727563.0,24.75,24.86,24.415,24.51,1702478.0,18.7,18.79,18.24,18.32,374500.0,34.91,34.91,34.29,34.45,46414,3.8,3.83,3.77,3.79,2486344.0,62.2,62.447,60.49,61.12,419286.0,54.75,54.84,53.33,53.5,489970.0,32.91,33.1,32.7,32.92,809313.0,9.0344,9.343,9.0,9.05,7857.0,3.33,3.33,3.2,3.2,16101.0,1.84,1.8888,1.83,1.8888,26848.0
2024-10-07 04:00:00,11.97,12.12,11.94,12.06,1286822.0,25.0,25.68,24.905,25.68,2341984.0,18.39,18.72,18.32,18.41,254337.0,35.11,35.64,34.94,35.63,106027,3.79,3.83,3.775,3.81,1919386.0,61.48,62.4,61.2553,62.11,355169.0,53.72,54.295,53.51,54.13,550928.0,32.78,33.15,32.38,32.75,937207.0,9.2588,9.26,8.8544,9.11,10766.0,3.2,3.29,3.15,3.28,47644.0,1.88,1.92,1.872,1.8875,19114.0
2024-10-08 04:00:00,11.88,12.02,11.61,11.9,2550620.0,24.99,25.115,24.53,25.03,2072664.0,18.27,18.27,17.78,18.05,278196.0,34.89,34.89,34.4442,34.67,55816,3.77,3.7755,3.7,3.76,1926883.0,61.49,61.95,60.48,60.78,472904.0,53.49,53.49,52.5468,53.11,469808.0,32.61,32.61,32.0476,32.34,842939.0,9.3,9.3,9.035,9.1,1576.0,3.25,3.315,3.2008,3.26,20430.0,1.87,1.87,1.82,1.85,34537.0
2024-10-09 04:00:00,11.78,11.79,11.54,11.59,1172177.0,24.47,24.47,23.93,24.19,1779003.0,17.95,18.0,17.58,17.59,279548.0,34.22,34.55,34.05,34.18,57885,3.72,3.73,3.64,3.65,1709567.0,60.01,60.29,58.98,59.29,353992.0,52.55,52.66,51.68,51.83,536852.0,32.04,32.13,31.63,31.92,734864.0,9.3,9.3,8.99,9.125,3937.0,3.23,3.365,3.2,3.27,52402.0,1.89,1.9544,1.8606,1.9,69364.0
2024-10-10 04:00:00,11.65,11.79,11.62,11.79,1014364.0,24.63,24.75,24.305,24.44,1201077.0,17.6,17.715,17.4789,17.55,210597.0,34.3,34.97,34.25,34.8,32215,3.68,3.69,3.62,3.67,1832811.0,59.32,60.15,58.865,59.05,283952.0,51.99,52.37,51.85,52.02,298820.0,32.13,32.315,31.84,32.12,408869.0,8.9401,9.2395,8.9401,9.23,3931.0,3.27,3.45,3.2,3.38,47974.0,1.94,1.94,1.8892,1.925,20401.0
2024-10-11 04:00:00,11.75,11.76,11.55,11.72,1844388.0,24.34,24.43,23.705,24.26,1714921.0,17.5,17.71,17.33,17.67,267307.0,34.64,34.7,34.2328,34.51,68744,3.66,3.67,3.61,3.66,1342936.0,59.05,59.64,58.41,59.23,227333.0,51.91,52.43,51.4525,51.93,405134.0,31.86,31.9515,31.48,31.64,754908.0,8.9478,9.2627,8.928,9.21,4532.0,3.37,3.52,3.3,3.41,37310.0,1.89,1.92,1.8499,1.92,34599.0
2024-10-14 04:00:00,11.57,11.6,11.33,11.34,884207.0,23.77,23.775,23.18,23.2,2097866.0,17.61,17.61,17.29,17.29,386772.0,33.79,34.09,33.17,33.2,91500,3.65,3.65,3.615,3.62,1193681.0,58.8,58.905,56.84,56.99,291643.0,51.67,51.77,50.66,50.69,504259.0,31.0,31.44,30.8,31.29,1029943.0,9.28,9.28,8.97,9.2,4075.0,3.4,3.52,3.3787,3.47,36552.0,1.93,1.93,1.87,1.89,10905.0
2024-10-15 04:00:00,11.2,11.36,11.03,11.03,1459841.0,22.54,22.55,21.85,21.92,2918087.0,17.01,17.12,16.63,16.67,474367.0,32.52,32.63,32.0,32.01,102584,3.6,3.61,3.53,3.54,2312397.0,56.38,56.41,54.37,54.41,400450.0,49.91,50.01,48.5,48.52,890853.0,30.34,30.72,29.96,30.01,1421848.0,8.94,9.0371,8.9,8.9401,12147.0,3.46,3.46,3.31,3.34,23375.0,1.91,1.91,1.85,1.865,32479.0
2024-10-16 04:00:00,11.15,11.26,11.115,11.2,1168314.0,22.2,22.2599,21.7,21.89,2730765.0,16.72,16.88,16.62,16.68,399447.0,32.2,32.455,32.14,32.22,41343,3.56,3.59,3.51,3.54,2067770.0,54.93,55.6,54.68,55.42,317136.0,48.86,49.76,48.76,49.03,480498.0,29.89,30.33,29.77,30.11,884687.0,8.95,9.025,8.95,9.025,2195.0,3.34,3.4292,3.3,3.3,14971.0,1.87,1.91,1.84,1.8593,47553.0
2024-10-17 04:00:00,11.24,11.36,11.08,11.33,1240048.0,21.9,22.185,21.7849,22.02,1599464.0,16.8,16.85,16.4609,16.7,300433.0,31.96,32.261,31.82,31.98,67346,3.59,3.59,3.525,3.57,2529736.0,55.6,56.01,54.65,55.39,220362.0,49.32,49.63,48.51,49.08,369097.0,30.09,30.17,29.87,29.9,997543.0,8.94,9.15,8.76,9.0,1810.0,3.31,3.44,3.25,3.36,29094.0,1.9,1.9027,1.84,1.88,28378.0
2024-10-18 04:00:00,11.41,11.465,11.302,11.39,848742.0,22.31,22.39,22.0,22.11,1379918.0,16.81,16.86,16.525,16.76,304153.0,32.0,32.17,31.8357,31.94,46333,3.59,3.6,3.53,3.57,1509258.0,55.78,55.939,54.87,55.57,265339.0,49.56,50.4,49.13,49.98,810322.0,30.01,30.11,29.68,30.02,887314.0,8.9,9.1,8.9,8.94,3288.0,3.37,3.494,3.2915,3.41,32275.0,1.9,1.9,1.85,1.88,28818.0
2024-10-21 04:00:00,11.49,11.545,11.14,11.18,827042.0,22.33,22.39,21.81,21.88,1764905.0,16.75,16.83,16.4741,16.55,428058.0,32.25,32.25,31.53,31.53,39427,3.59,3.59,3.5,3.52,2311239.0,55.74,55.74,54.565,54.88,197856.0,50.36,50.36,48.87,49.5,947510.0,30.07,30.2,29.64,29.8,520705.0,8.942,8.9916,8.9,8.95,4105.0,3.37,3.4,3.3,3.35,12193.0,1.88,1.94,1.7405,1.89,171149.0
2024-10-22 04:00:00,11.16,11.16,10.865,10.87,917217.0,21.67,21.7,21.22,21.24,2764961.0,16.5,16.59,16.155,16.22,370342.0,31.5,31.5088,30.89,30.93,68758,3.53,3.53,3.47,3.47,2619189.0,54.71,54.8,53.25,53.27,242999.0,49.26,49.454,47.95,47.99,474030.0,29.74,29.805,29.11,29.15,705012.0,8.95,8.95,8.89,8.89,5693.0,3.33,3.35,3.28,3.3,20232.0,1.8952,2.08,1.87,2.04,215128.0
2024-10-23 04:00:00,10.6,10.73,10.35,10.37,2627379.0,20.25,20.55,20.045,20.11,3815851.0,15.75,15.8,14.925,15.1,1049412.0,29.96,30.35,29.5503,29.7,215768,3.44,3.45,3.36,3.36,3223090.0,52.62,52.8799,50.06,50.06,590038.0,46.13,46.32,44.73,45.08,1352840.0,27.9,28.11,27.29,27.53,2233450.0,8.945,8.945,8.63,8.8899,9785.0,3.3,3.3,3.15,3.25,28491.0,2.04,2.05,1.97,2.05,90432.0
2024-10-25 04:00:00,10.52,10.685,10.505,10.56,1088322.0,20.06,20.39,20.025,20.23,1833472.0,14.89,15.13,14.78,14.8,388565.0,28.8,29.19,28.74,29.0,133892,3.39,3.42,3.34,3.35,2575547.0,49.83,50.77,49.56,50.02,285598.0,45.2,45.718,45.07,45.44,473931.0,26.95,27.4985,26.89,27.29,998660.0,9.09,9.09,8.07,8.734,9230.0,3.15,3.29,3.15,3.2,15855.0,2.1,2.12,2.0401,2.07,48423.0
2024-10-28 04:00:00,10.45,10.705,10.365,10.6,1392160.0,19.6,19.88,19.55,19.76,2777208.0,14.6,14.6,14.3246,14.42,688797.0,28.45,28.6,27.82,27.98,235848,3.32,3.36,3.29,3.35,2737756.0,49.28,50.0038,48.575,49.45,343763.0,44.58,45.08,44.16,44.74,576865.0,26.74,27.0,26.54,26.81,1265458.0,9.0,9.0,8.54,8.54,2672.0,3.25,3.28,3.15,3.25,28124.0,2.1,2.1399,2.01,2.07,62111.0
2024-10-29 04:00:00,10.7,10.745,10.5309,10.59,1456884.0,19.99,20.03,19.555,19.75,1675967.0,14.4,14.41,14.0201,14.16,557405.0,28.94,29.15,28.41,28.59,136424,3.35,3.355,3.28,3.3,1692977.0,49.48,49.49,48.31,48.68,336398.0,44.55,44.69,43.69,43.99,419295.0,26.69,26.69,26.13,26.3,1282086.0,8.52,8.7499,8.34,8.4,3791.0,3.24,3.28,3.215,3.23,10784.0,2.07,2.1399,2.03,2.08,152352.0
2024-10-30 04:00:00,10.51,10.553,10.27,10.29,1574697.0,19.35,19.54,19.24,19.37,2728753.0,14.05,14.17,13.85,14.12,614104.0,27.51,27.98,26.84,26.84,360939,3.3,3.3,3.25,3.25,1899534.0,48.5,48.5373,47.67,47.85,367809.0,43.87,43.9,43.06,43.33,782338.0,25.94,26.18,25.47,26.1,1387483.0,8.32,8.59,8.03,8.03,10195.0,3.15,3.29,3.15,3.21,45462.0,2.09,2.09,1.97,2.0001,48987.0
2024-10-31 04:00:00,10.28,10.435,10.145,10.32,2167997.0,19.15,19.71,19.11,19.49,2755404.0,14.13,14.4,13.96,14.11,457578.0,26.51,26.945,26.21,26.51,190111,3.27,3.29,3.25,3.27,1428281.0,47.44,48.93,47.18,47.68,454612.0,43.05,44.03,43.0,43.54,648537.0,25.87,26.34,25.83,26.0,974936.0,8.03,8.59,7.95,8.024,7900.0,3.18,3.25,3.17,3.17,14399.0,1.99,2.08,1.9501,2.07,92366.0
2024-11-01 04:00:00,10.35,10.38,10.26,10.3,1040087.0,19.64,19.65,19.3512,19.39,1531825.0,14.2,14.36,13.97,14.04,552971.0,26.7,26.95,26.18,26.18,117032,3.27,3.285,3.23,3.24,1612362.0,48.0,48.07,46.33,46.68,949088.0,43.78,43.94,43.27,43.57,539538.0,26.42,26.42,25.71,25.75,738524.0,8.53,8.53,7.82,7.959,13383.0,3.19,3.28,3.16,3.27,27735.0,2.07,2.07,1.9501,1.99,27612.0
2024-11-04 05:00:00,10.24,10.3,10.09,10.11,957677.0,19.13,19.37,19.045,19.13,3086556.0,13.94,13.98,13.67,13.91,938638.0,25.85,26.03,25.56,25.61,158567,3.25,3.252,3.12,3.14,4043726.0,46.37,46.872,45.92,46.58,378380.0,43.36,43.95,43.135,43.19,518702.0,25.51,25.65,25.22,25.49,966959.0,8.46,8.6858,7.72,7.79,20522.0,3.23,3.38,3.226,3.25,32019.0,1.9906,2.03,1.97,1.97,10547.0
2024-11-05 05:00:00,10.15,10.2,9.97,10.03,1158689.0,19.23,19.3,18.8412,18.97,1290455.0,14.0,14.0033,13.62,13.74,706463.0,25.69,25.97,25.16,25.22,90032,3.16,3.17,3.06,3.07,4430663.0,46.84,46.84,45.44,45.83,451620.0,43.44,43.67,43.0,43.36,682049.0,25.38,25.53,24.69,24.96,1232198.0,7.8799,8.0,7.7,7.875,7759.0,3.24,3.42,3.24,3.31,54475.0,1.952,2.0299,1.92,1.9501,26638.0
2024-11-06 05:00:00,10.06,10.46,9.9515,10.42,1909263.0,18.52,19.005,18.41,18.94,1880525.0,13.5,13.71,13.05,13.21,1384271.0,24.5,25.51,24.5,25.41,160181,3.11,3.22,3.07,3.2,3635932.0,45.68,46.9,44.79,46.7,572599.0,43.89,44.96,43.36,44.83,888340.0,24.07,24.9232,24.06,24.75,1368662.0,8.38,8.4306,7.73,7.99,15677.0,3.28,3.39,3.16,3.16,45977.0,2.01,2.02,1.9501,1.98,12169.0
2024-11-07 05:00:00,10.57,10.69,10.535,10.58,1054724.0,19.27,19.55,19.24,19.36,1935188.0,13.18,13.7,12.84,12.86,1380022.0,25.54,26.2788,25.54,25.82,115080,3.2,3.29,3.2,3.27,2352713.0,47.15,47.99,46.61,46.76,254375.0,45.0,46.1,43.81,43.88,794578.0,24.9,25.55,24.64,24.79,2196583.0,8.49,8.49,7.8,7.9,14128.0,3.17,3.21,3.15,3.16,28646.0,1.99,1.99,1.94,1.95,12703.0
2024-11-08 05:00:00,10.55,10.61,10.365,10.46,1286487.0,19.24,19.45,18.66,19.0,1952411.0,12.75,12.795,12.065,12.15,2146848.0,24.55,24.92,23.4312,23.71,530186,3.27,3.28,3.12,3.16,2916194.0,46.52,46.63,45.045,45.49,347350.0,43.49,43.955,42.5601,43.08,732101.0,24.7,24.8696,23.75,23.97,1622097.0,8.0623,8.0623,7.72,7.75,6753.0,3.16,3.19,2.9045,3.05,99873.0,1.97,2.0,1.96,1.99,62271.0
2024-11-11 05:00:00,10.44,10.44,10.26,10.31,1146550.0,19.0,19.0,18.8,18.89,1158032.0,12.1,12.35,11.9183,12.25,1775579.0,23.43,23.62,23.1,23.3,235864,3.15,3.16,3.1,3.1,2375829.0,45.27,45.5266,44.6344,45.09,344981.0,43.05,43.175,42.05,42.54,668603.0,24.08,24.11,23.75,23.8,1150878.0,8.0,8.25,7.9066,8.2321,14389.0,3.01,3.05,2.9,3.0,39769.0,2.04,2.04,1.95,1.9694,102954.0
2024-11-12 05:00:00,10.25,10.26,10.05,10.15,1607124.0,18.67,18.73,18.26,18.54,2111704.0,12.15,12.16,11.85,11.98,1102016.0,23.14,23.3,22.8,22.9,370616,3.09,3.105,2.95,3.0,5357015.0,44.63,44.69,43.63,44.15,359754.0,42.31,42.35,41.5,41.93,748538.0,23.54,23.55,22.77,22.95,1485934.0,8.18,8.18,7.73,8.0,12956.0,2.93,2.98,2.79,2.81,65196.0,1.97,2.01,1.96,1.975,27818.0
2024-11-13 05:00:00,10.49,10.81,10.28,10.7,2508793.0,18.87,19.495,18.855,19.31,2783198.0,11.995,12.22,11.91,11.94,872106.0,23.49,24.02,23.395,23.97,267033,3.03,3.115,3.01,3.08,1811353.0,43.59,44.855,43.49,44.06,447628.0,42.35,42.95,42.127,42.49,733057.0,23.0,24.08,23.0,23.73,2218911.0,7.53,8.0,7.5,7.94,6490.0,2.8,2.82,2.6,2.6,103219.0,1.97,1.97,1.92,1.96,66929.0
2024-11-14 05:00:00,10.81,11.0458,10.675,10.8,1868299.0,19.64,20.04,19.61,19.78,2907388.0,12.01,12.23,11.92,11.95,1023501.0,24.4,24.87,24.2,24.2,150318,3.08,3.1149,3.04,3.06,1780819.0,44.5,45.12,44.49,44.82,334947.0,42.69,43.48,42.46,42.64,594602.0,23.84,24.32,23.495,23.63,1479311.0,7.86,7.96,7.675,7.8,11197.0,2.62,2.7099,2.53,2.66,70761.0,1.94,1.96,1.9,1.96,26784.0
2024-11-15 05:00:00,10.82,10.85,10.415,10.45,1410920.0,19.63,19.73,19.19,19.23,1889818.0,12.07,12.1435,11.59,11.77,976072.0,24.31,24.365,23.63,23.66,156134,3.08,3.1,2.97,2.98,1807901.0,45.0,45.1919,43.1695,43.21,286316.0,42.94,42.99,41.22,41.23,409494.0,23.55,23.635,22.72,22.85,1646907.0,7.5106,7.94,7.5106,7.5691,13086.0,2.63,2.63,2.5025,2.5399,45339.0,1.95,1.95,1.82,1.94,62067.0
2024-11-18 05:00:00,10.54,10.77,10.535,10.74,1366578.0,19.72,20.215,19.61,20.18,2119820.0,11.75,12.05,11.75,11.94,880266.0,23.9,24.5,23.9,24.03,169220,3.01,3.06,2.995,3.05,1818666.0,43.31,43.8533,43.15,43.24,354772.0,41.69,42.09,41.49,41.88,424783.0,23.0,23.53,22.99,23.43,1555935.0,7.6,7.6,7.46,7.47,8091.0,2.52,2.738,2.51,2.73,44224.0,1.89,1.94,1.8604,1.87,62270.0
2024-11-19 05:00:00,10.77,10.78,10.61,10.63,1259457.0,20.38,20.64,20.11,20.5,1698351.0,11.94,12.46,11.87,12.36,936054.0,24.44,24.56,24.1241,24.56,130588,3.06,3.06,3.015,3.05,1332510.0,43.07,43.485,42.89,43.14,261210.0,41.71,42.26,41.56,41.99,371306.0,23.603,24.04,23.4687,23.97,1247816.0,7.5,7.86,7.3701,7.86,11627.0,2.65,2.78,2.65,2.74,37199.0,1.87,1.93,1.85,1.8687,51899.0
2024-11-20 05:00:00,10.66,10.675,10.395,10.54,1518092.0,20.47,20.4985,20.115,20.26,1815566.0,12.52,12.64,12.125,12.32,1070552.0,24.56,24.73,24.01,24.07,107963,3.03,3.055,2.99,3.0,1452739.0,43.33,43.5,42.52,42.73,245394.0,42.15,42.44,41.604,41.87,519886.0,24.29,24.38,23.71,23.81,1693609.0,7.9,8.0,7.6001,7.8,13147.0,2.71,2.79,2.66,2.75,27048.0,1.87,1.87,1.8301,1.8501,50518.0
2024-11-21 05:00:00,10.44,10.48,10.2113,10.37,1950272.0,19.75,19.82,19.36,19.53,1851345.0,12.16,12.29,11.62,11.89,1278307.0,23.79,24.135,23.1086,23.33,213556,3.0,3.005,2.95,2.99,2606294.0,42.49,42.73,41.36,41.86,506172.0,41.6,41.75,40.86,41.35,530549.0,22.4,22.4,21.52,21.71,2288389.0,7.6541,7.9,7.6,7.7,9069.0,2.75,2.7697,2.6616,2.72,21032.0,1.85,1.855,1.82,1.85,43271.0
2024-11-22 05:00:00,10.07,10.27,10.03,10.23,932866.0,19.25,19.67,19.215,19.55,1392628.0,11.81,12.04,11.72,11.85,1117844.0,23.13,23.73,23.01,23.58,164694,2.97,3.0,2.95,2.97,1535438.0,41.7,42.27,41.45,41.73,241957.0,41.0,41.64,41.0,41.4,487289.0,21.6462,21.9,21.25,21.89,1434593.0,7.75,8.0,7.6594,7.85,7025.0,2.67,2.705,2.66,2.7,15907.0,1.84,1.845,1.8,1.8,60375.0
2024-11-25 05:00:00,10.21,10.21,9.935,10.01,1365311.0,19.46,19.52,18.95,19.03,1618769.0,11.77,11.87,11.59,11.84,964575.0,23.38,23.41,22.8,22.99,178040,2.97,2.99,2.91,2.95,2995173.0,41.43,41.89,40.705,41.52,372352.0,41.07,41.245,40.49,40.8,710596.0,21.91,21.91,21.21,21.245,1691966.0,8.25,8.25,7.7663,7.8119,9975.0,2.64,2.7,2.6,2.67,27368.0,1.83,1.85,1.78,1.82,100709.0
2024-11-26 05:00:00,9.94,10.02,9.72,9.76,1822394.0,18.7,18.89,18.02,18.07,3985710.0,11.76,12.025,11.4401,11.5,1039745.0,22.99,22.99,22.04,22.04,176735,2.96,3.0,2.88,2.88,2967238.0,41.39,42.06,40.89,41.09,357853.0,40.68,41.28,39.46,39.54,735579.0,21.31,21.58,20.98,21.18,1235437.0,7.49,7.85,7.49,7.575,11992.0,2.68,2.68,2.53,2.53,35703.0,1.81,1.84,1.78,1.78,21769.0
2024-11-27 05:00:00,9.48,9.72,9.31,9.63,2675666.0,16.72,17.09,16.47,16.78,5913078.0,11.41,11.72,11.1134,11.4,1017977.0,21.3,22.11,20.95,22.08,250831,2.88,2.94,2.825,2.88,3247987.0,40.94,41.69,40.55,40.9,352850.0,38.91,40.24,38.6725,39.62,873735.0,20.89,21.39,20.69,21.09,1275522.0,7.51,7.5885,7.3601,7.5885,3807.0,2.52,2.6,2.49,2.59,43210.0,1.81,1.85,1.76,1.795,137073.0
2024-11-29 05:00:00,9.54,9.64,9.365,9.42,1674485.0,16.39,16.54,16.099,16.18,2801106.0,11.22,11.305,11.08,11.16,658685.0,21.74,22.3937,21.72,22.18,180156,2.9,2.9,2.63,2.68,6163869.0,40.56,41.0,39.84,40.25,171719.0,39.54,39.86,38.74,39.0,429949.0,21.0,21.23,20.77,20.94,639449.0,7.59,7.59,7.59,7.59,1675.0,2.57,2.59,2.49,2.49,21970.0,1.79,1.823715,1.76,1.79,31728.0
2024-12-02 05:00:00,9.33,9.445,9.23,9.38,2148750.0,15.85,15.91,15.54,15.71,4277924.0,11.06,11.25,10.86,11.17,1052208.0,21.86,22.07,21.38,21.41,218750,2.68,2.69,2.6,2.64,5352535.0,40.05,40.135,39.22,39.88,456798.0,38.75,38.85,38.12,38.25,588317.0,20.76,20.77,20.17,20.31,1429040.0,7.51,7.7,7.51,7.55,6670.0,2.49,2.55,2.44,2.47,45227.0,1.8,1.8,1.73,1.75,98392.0
2024-12-03 05:00:00,9.48,10.0,9.34,9.9,4088719.0,15.97,17.105,15.89,17.09,6694011.0,11.32,11.54,11.11,11.52,1197095.0,21.37,23.19,21.33,22.87,415789,2.64,2.81,2.64,2.78,3593364.0,40.06,41.78,39.7,41.65,445555.0,38.75,39.8,38.2,39.71,873449.0,20.37,20.9,20.19,20.71,1222768.0,7.5,8.0,7.4115,7.675,7419.0,2.45,2.53,2.44,2.49,37195.0,1.74,1.85,1.73,1.74,109881.0
